Id,SalePrice
1461,106060.96639666989
1462,159216.36820123985
1463,174587.6956717005
1464,193262.7582229543
1465,195911.20961028474
1466,165781.284590048
1467,177337.0518259594
1468,159313.57582274117
1469,198966.00012943984
1470,116272.08777350892
1471,173155.04782114178
1472,91650.96213261136
1473,89541.53179261857
1474,149716.07183641466
1475,111205.22462044426
1476,337336.89626638277
1477,256131.63157675526
1478,301237.31041180453
1479,281393.0957021132
1480,458547.7253332265
1481,327309.4891524444
1482,218714.8805457102
1483,176301.0057931781
1484,159780.99918226898
1485,196354.1359902574
1486,191793.89080174686
1487,322294.0342663165
1488,241593.42975291624
1489,190852.72265914094
1490,243102.18197207275
1491,187969.49865292397
1492,90045.74278653358
1493,200728.5577845668
1494,318558.6377168896
1495,298528.42596983816
1496,235105.5568248629
1497,177488.6497116793
1498,162693.90123111778
1499,170008.1469011941
1500,160523.8924964101
1501,180305.69787434072
1502,150366.27365488806
1503,268620.3165882209
1504,241328.15303124298
1505,229603.280135331
1506,192028.1571593515
1507,234761.4160371359
1508,185938.40271148403
1509,163300.76315606604
1510,143611.92113042728
1511,146372.92386527115
1512,177813.93885593335
1513,141817.55778613634
1514,143910.25335773372
1515,187625.631137497
1516,150724.62752455968
1517,171210.8639587164
1518,125046.65842083766
1519,206274.07256076264
1520,126737.07557182528
1521,127918.32996686723
1522,184964.96471218942
1523,113063.36453299022
1524,125873.66332264115
1525,119801.98506090167
1526,107442.2545843239
1527,107455.37089445647
1528,138177.68793443489
1529,152510.62996447957
1530,178335.64197032072
1531,106242.37790159993
1532,95409.59238629155
1533,153828.79378784285
1534,115029.75583345738
1535,144791.29783695264
1536,103086.83596272873
1537,56136.35347600877
1538,147107.33949519982
1539,193676.05330514643
1540,101129.98419039794
1541,130425.37091959074
1542,129426.19076195481
1543,189513.1507850278
1544,79406.90843948448
1545,111015.33893120299
1546,130664.40568245796
1547,122000.93783758984
1548,132011.11898478828
1549,113856.27814812258
1550,129805.92503497214
1551,103338.82028122395
1552,142476.9310285515
1553,150467.2614711137
1554,123994.04817711862
1555,170252.1689975307
1556,91597.83519395693
1557,103702.12723505442
1558,97958.73416299516
1559,80963.18556910708
1560,129441.99082184631
1561,126027.41151817377
1562,129189.42116386874
1563,121110.64062685924
1564,154525.14855294788
1565,153622.37518734383
1566,246569.03451231544
1567,74732.60134182576
1568,251432.17296001245
1569,119648.52863697476
1570,133746.69527005215
1571,117370.1296613558
1572,136209.9150688784
1573,218813.72455216423
1574,121866.97720437344
1575,242169.1967672529
1576,252971.48598820766
1577,171461.84490177245
1578,146694.8976607474
1579,151033.1260970838
1580,189698.31261767706
1581,159177.50176222838
1582,126104.35602492302
1583,293094.0583165736
1584,214956.34949210795
1585,134384.9468748541
1586,58010.296971010685
1587,103275.76651523814
1588,151767.7642670038
1589,94286.52667797297
1590,131384.14170419893
1591,92813.41911746192
1592,117815.1207540434
1593,122448.5376953897
1594,119798.32905024962
1595,106827.59057686383
1596,213667.91678140365
1597,192403.57865701642
1598,233375.6383991035
1599,162932.3970123802
1600,153997.888017432
1601,60159.38650681812
1602,110272.49316412906
1603,88185.60763530158
1604,248988.73093391955
1605,243517.9950103812
1606,178946.23051343238
1607,169257.51456718973
1608,228763.9855428989
1609,190666.43402322204
1610,164973.7787156437
1611,140748.28297515202
1612,165761.048851948
1613,161802.64708343503
1614,130760.1422069463
1615,92768.11112757963
1616,80333.12506036094
1617,92621.01285450852
1618,124028.10883689483
1619,144314.86599142358
1620,160813.18208195348
1621,136834.8638805655
1622,139397.49288854355
1623,272952.03011512104
1624,208393.7090497256
1625,108020.88956670731
1626,169309.17574389925
1627,186216.65580091655
1628,277377.343357267
1629,186905.55558541336
1630,325675.4360488916
1631,217496.82429403852
1632,240724.99846284377
1633,178428.18629625606
1634,178640.67537037013
1635,176823.6661350401
1636,152324.5733449385
1637,192186.44869028128
1638,183929.25368564954
1639,184232.60964452088
1640,248487.73246766432
1641,188774.30902956304
1642,241578.68451017598
1643,224010.90809500098
1644,241387.07823007889
1645,205425.99774878606
1646,158653.73250216772
1647,156146.37500214073
1648,126969.35067744466
1649,142472.58304402314
1650,112488.6102261138
1651,124479.3471602976
1652,94999.9289785874
1653,94953.55361754684
1654,147836.41650863714
1655,138930.32931902717
1656,140593.73720324517
1657,150959.3974551033
1658,144491.13916604186
1659,115381.33498384026
1660,149702.36554809182
1661,431607.88455995463
1662,379926.8018872404
1663,364227.5216684362
1664,504200.519146394
1665,299577.9584957152
1666,330662.77334760845
1667,364716.9252152459
1668,332545.0414497262
1669,314991.4758293246
1670,333012.1988597976
1671,275824.16936307575
1672,401897.83774163283
1673,309134.7503308467
1674,250429.00330472866
1675,209477.6625078446
1676,203814.9196962416
1677,237007.3686251269
1678,431107.65282858897
1679,386690.1408174364
1680,324413.7227141246
1681,245757.70577973302
1682,320626.30641031655
1683,201354.3577153719
1684,187179.54364620926
1685,171844.2505200709
1686,167418.39140646817
1687,173197.3271635813
1688,185292.64622811726
1689,190539.59690287415
1690,196593.9724524448
1691,189328.1696862174
1692,257088.54987669608
1693,182164.0469828457
1694,179877.01381906524
1695,167858.3600355159
1696,278922.2387378444
1697,173832.75751669004
1698,352182.09627692954
1699,334091.1920509123
1700,262904.2670672513
1701,270274.7105270446
1702,247005.85299378072
1703,257945.15727285418
1704,276549.0239064352
1705,239201.79841147142
1706,402180.0305854476
1707,205958.34097315266
1708,207707.99519203915
1709,258055.38687960844
1710,214916.99341224012
1711,280022.45499102114
1712,250565.11877399098
1713,273460.6232888273
1714,231870.63556035073
1715,209976.89101929753
1716,179055.48396294488
1717,179657.57135048378
1718,139661.49514831865
1719,203615.9788436243
1720,226264.46475315647
1721,162336.81196819493
1722,126420.31996268254
1723,154808.3517516886
1724,198068.2008361265
1725,232877.62637331203
1726,183268.10193486037
1727,162679.0068414154
1728,169133.59204833416
1729,166232.1692828782
1730,150247.01179862994
1731,116933.95617728184
1732,118146.36529836565
1733,110309.51712180665
1734,115184.31848219868
1735,124376.82158388251
1736,102372.04659155643
1737,322372.7289391685
1738,283340.5642878235
1739,237014.6016263814
1740,214319.7035295625
1741,189466.88857342183
1742,177023.43941253982
1743,188463.47474438176
1744,342431.6887581249
1745,218354.74635211987
1746,199361.06926733305
